GroupId,Group_Size,HomePlanet,Destination,Side,Deck,Cabin_Number,Age,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
45,1,Mars,TRAPPIST-1e,P,F,10,21.0,0,0,970.0,0.0,180.0,0.0,64.0,False
51,1,Earth,TRAPPIST-1e,S,E,2,56.0,0,0,0.0,112.0,0.0,1379.0,127.0,False
53,1,Earth,TRAPPIST-1e,S,F,11,25.0,0,0,0.0,0.0,1938.0,0.0,1.0,True
56,3,Europa,TRAPPIST-1e,S,A,1,2.0,0,0,0.0,0.0,0.0,0.0,0.0,True
56,3,Europa,TRAPPIST-1e,S,A,1,38.0,1,0,0.0,0.0,0.0,0.0,0.0,True
56,3,Europa,TRAPPIST-1e,S,A,1,27.0,0,0,279.0,605.0,3374.0,286.0,3.0,True
58,1,Earth,PSO J318.5-22,S,G,7,36.0,1,0,0.0,0.0,0.0,0.0,0.0,False
61,1,Earth,TRAPPIST-1e,S,F,12,22.0,0,0,45.0,1096.0,148.0,1377.0,1.0,False
62,1,Earth,TRAPPIST-1e,S,F,13,62.0,0,0,0.0,592.0,0.0,17.0,25.0,False
66,1,Earth,TRAPPIST-1e,P,G,6,62.0,0,0,1.0,153.0,197.0,0.0,460.0,False
67,3,Earth,PSO J318.5-22,S,G,10,0.0,1,0,0.0,0.0,0.0,0.0,0.0,True
67,3,Earth,TRAPPIST-1e,S,G,10,18.0,0,0,1.0,258.0,446.0,0.0,0.0,True
67,3,Earth,55 Cancri e,S,F,15,21.0,0,0,1946.0,37.0,0.0,0.0,24.0,False
70,1,Earth,TRAPPIST-1e,P,F,13,19.0,0,0,190.0,0.0,5.0,1.0,726.0,False
71,1,Earth,TRAPPIST-1e,P,F,14,17.0,0,0,16.0,2165.0,0.0,0.0,52.0,False
72,1,Earth,TRAPPIST-1e,S,F,17,14.0,0,0,0.0,1.0,0.0,0.0,1063.0,False
73,1,Mars,PSO J318.5-22,P,D,3,37.0,0,0,46.0,83.0,738.0,0.0,12.0,False
74,1,Europa,TRAPPIST-1e,S,C,3,42.0,0,0,1.0,8397.0,0.0,0.0,506.0,True
76,1,Mars,TRAPPIST-1e,S,F,18,27.0,0,0,147.0,0.0,1018.0,0.0,0.0,True
77,1,Mars,TRAPPIST-1e,P,F,15,28.0,0,0,14.0,0.0,1295.0,0.0,0.0,True
78,1,Europa,TRAPPIST-1e,S,C,4,38.0,0,0,0.0,5840.0,0.0,321.0,9654.0,False
81,1,Earth,TRAPPIST-1e,S,G,13,13.0,1,0,0.0,0.0,0.0,0.0,0.0,False
82,2,Mars,TRAPPIST-1e,P,F,16,42.0,0,0,7406.0,0.0,0.0,0.0,0.0,False
82,2,Mars,TRAPPIST-1e,P,F,16,2.0,1,0,0.0,0.0,0.0,0.0,0.0,True
84,1,Earth,TRAPPIST-1e,S,G,14,24.0,0,0,688.0,0.0,0.0,0.0,17.0,True
85,1,Europa,TRAPPIST-1e,S,C,5,40.0,1,0,0.0,0.0,0.0,0.0,0.0,True
86,1,Earth,TRAPPIST-1e,P,F,17,43.0,0,0,211.0,0.0,0.0,638.0,513.0,False
88,1,Mars,PSO J318.5-22,S,E,5,45.0,1,0,0.0,0.0,0.0,0.0,0.0,True
90,1,Earth,TRAPPIST-1e,S,G,15,35.0,1,0,0.0,0.0,0.0,0.0,0.0,True
91,2,Earth,TRAPPIST-1e,S,F,20,27.0,0,0,1.0,697.0,31.0,188.0,0.0,False
92,3,Earth,TRAPPIST-1e,P,G,9,19.0,0,0,0.0,0.0,670.0,1.0,34.0,False
92,3,Earth,TRAPPIST-1e,P,G,9,3.0,1,0,0.0,0.0,0.0,0.0,0.0,True
97,1,Europa,TRAPPIST-1e,S,A,2,54.0,0,0,0.0,1208.0,0.0,3.0,637.0,False
98,2,Earth,TRAPPIST-1e,P,G,11,26.0,0,0,0.0,856.0,5.0,32.0,0.0,False
98,2,Earth,TRAPPIST-1e,P,G,11,26.0,0,0,0.0,2811.0,957.0,0.0,87.0,True
99,1,Earth,PSO J318.5-22,P,F,19,23.0,0,0,311.0,427.0,526.0,37.0,0.0,False
102,1,Earth,TRAPPIST-1e,S,F,23,18.0,0,0,0.0,0.0,0.0,830.0,91.0,False
103,3,Earth,55 Cancri e,S,G,18,9.0,1,0,0.0,0.0,0.0,0.0,0.0,True
103,3,Earth,TRAPPIST-1e,S,G,18,6.0,1,0,0.0,0.0,0.0,0.0,0.0,False
107,1,Mars,TRAPPIST-1e,S,D,2,21.0,0,0,1743.0,5.0,17.0,0.0,0.0,False
108,1,Earth,TRAPPIST-1e,S,G,19,23.0,1,0,0.0,0.0,0.0,0.0,0.0,False
110,4,Europa,TRAPPIST-1e,P,B,5,42.0,0,0,2209.0,11418.0,0.0,1868.0,445.0,True
110,4,Europa,TRAPPIST-1e,P,B,5,28.0,1,0,0.0,0.0,0.0,0.0,0.0,True
111,1,Europa,TRAPPIST-1e,S,E,6,29.0,1,0,0.0,0.0,0.0,0.0,0.0,True
112,1,Europa,55 Cancri e,S,B,1,48.0,0,1,0.0,2537.0,87.0,17.0,13.0,True
113,1,Earth,TRAPPIST-1e,P,F,23,64.0,0,0,0.0,0.0,804.0,0.0,0.0,True
114,1,Earth,TRAPPIST-1e,S,G,20,27.0,0,0,82.0,157.0,429.0,238.0,1.0,False
116,1,Europa,TRAPPIST-1e,P,D,4,33.0,0,0,1.0,2223.0,0.0,12.0,404.0,True
119,2,Europa,TRAPPIST-1e,P,A,0,13.0,1,0,0.0,0.0,0.0,0.0,0.0,True
122,1,Earth,TRAPPIST-1e,S,G,21,29.0,0,0,0.0,0.0,0.0,699.0,74.0,False
123,1,Earth,TRAPPIST-1e,P,F,27,18.0,0,0,55.0,597.0,49.0,0.0,1.0,False
126,1,Mars,TRAPPIST-1e,S,F,27,67.0,1,0,0.0,0.0,0.0,0.0,0.0,True
127,1,Mars,TRAPPIST-1e,S,E,7,35.0,0,0,701.0,0.0,296.0,0.0,25.0,False
128,2,Mars,TRAPPIST-1e,S,D,3,61.0,0,1,2353.0,334.0,9.0,316.0,2.0,False
128,2,Mars,TRAPPIST-1e,S,E,8,45.0,0,0,2103.0,6.0,0.0,0.0,0.0,False
133,2,Mars,TRAPPIST-1e,S,F,29,19.0,1,0,0.0,0.0,0.0,0.0,0.0,True
133,2,Mars,TRAPPIST-1e,S,D,5,36.0,0,0,2738.0,0.0,0.0,0.0,0.0,False
134,1,Earth,TRAPPIST-1e,P,G,17,19.0,0,0,0.0,14.0,730.0,0.0,0.0,True
138,1,Earth,TRAPPIST-1e,P,G,18,13.0,1,0,0.0,0.0,0.0,0.0,0.0,True
139,1,Europa,55 Cancri e,S,C,6,35.0,1,0,0.0,0.0,0.0,0.0,0.0,True
140,2,Earth,TRAPPIST-1e,P,G,19,24.0,1,0,0.0,0.0,0.0,0.0,0.0,True
140,2,Earth,TRAPPIST-1e,P,F,29,26.0,0,0,440.0,0.0,0.0,0.0,462.0,False
144,1,Earth,TRAPPIST-1e,S,F,31,20.0,0,0,0.0,420.0,210.0,0.0,0.0,True
146,1,Earth,TRAPPIST-1e,S,G,25,56.0,0,0,0.0,0.0,0.0,0.0,0.0,False
147,1,Earth,TRAPPIST-1e,S,G,26,50.0,1,0,0.0,0.0,0.0,0.0,0.0,True
148,1,Mars,TRAPPIST-1e,P,F,31,42.0,0,0,1072.0,0.0,10.0,0.0,76.0,False
151,1,Earth,55 Cancri e,P,G,20,38.0,1,0,0.0,0.0,0.0,0.0,0.0,False
160,1,Earth,TRAPPIST-1e,P,G,22,22.0,0,0,4119.0,0.0,0.0,0.0,61.0,False
163,2,Europa,TRAPPIST-1e,P,B,8,26.0,1,0,0.0,0.0,0.0,0.0,0.0,True
163,2,Europa,TRAPPIST-1e,P,B,8,17.0,1,0,0.0,0.0,0.0,0.0,0.0,True
164,2,Earth,PSO J318.5-22,S,G,28,17.0,1,0,0.0,0.0,0.0,0.0,0.0,False
167,2,Mars,TRAPPIST-1e,S,F,35,13.0,1,0,0.0,0.0,0.0,0.0,0.0,True
167,2,Mars,TRAPPIST-1e,S,F,35,27.0,0,0,1365.0,0.0,48.0,22.0,137.0,False
169,1,Earth,TRAPPIST-1e,P,G,23,31.0,1,0,0.0,0.0,0.0,0.0,0.0,False
170,1,Earth,TRAPPIST-1e,S,E,10,24.0,0,0,0.0,0.0,0.0,221.0,567.0,False
171,1,Earth,PSO J318.5-22,S,G,30,19.0,1,0,0.0,0.0,0.0,0.0,0.0,True
172,1,Earth,TRAPPIST-1e,P,G,24,32.0,1,0,0.0,0.0,0.0,0.0,0.0,True
174,1,Earth,55 Cancri e,P,F,38,21.0,0,0,287.0,0.0,16.0,115.0,175.0,False
177,1,Europa,TRAPPIST-1e,S,B,2,38.0,0,0,0.0,10346.0,1.0,14970.0,2111.0,False
178,1,Mars,TRAPPIST-1e,S,D,6,38.0,0,0,3414.0,0.0,161.0,28.0,119.0,False
179,3,Earth,TRAPPIST-1e,P,G,26,19.0,0,0,1.0,219.0,673.0,2.0,11.0,True
179,3,Earth,TRAPPIST-1e,P,G,26,0.0,0,0,0.0,0.0,0.0,0.0,0.0,False
179,3,Earth,TRAPPIST-1e,P,G,26,3.0,0,0,0.0,0.0,0.0,0.0,0.0,True
181,1,Earth,TRAPPIST-1e,P,G,27,20.0,0,0,0.0,0.0,3.0,299.0,92.0,False
182,1,Europa,TRAPPIST-1e,P,C,3,24.0,1,0,0.0,0.0,0.0,0.0,0.0,True
183,1,Earth,TRAPPIST-1e,S,F,36,37.0,0,0,17.0,146.0,426.0,0.0,232.0,True
186,1,Earth,TRAPPIST-1e,P,G,28,25.0,0,0,62.0,0.0,0.0,0.0,956.0,False
188,1,Earth,TRAPPIST-1e,S,G,31,56.0,1,0,0.0,0.0,0.0,0.0,0.0,True
189,1,Earth,55 Cancri e,P,E,8,49.0,0,0,84.0,3.0,401.0,202.0,98.0,False
192,3,Earth,TRAPPIST-1e,P,G,29,1.0,1,0,0.0,0.0,0.0,0.0,0.0,True
192,3,Earth,TRAPPIST-1e,P,G,29,8.0,0,0,0.0,0.0,0.0,0.0,0.0,False
192,3,Earth,TRAPPIST-1e,P,G,29,39.0,0,0,0.0,0.0,10.0,898.0,0.0,False
193,3,Mars,TRAPPIST-1e,P,F,41,2.0,1,0,0.0,0.0,0.0,0.0,0.0,True
193,3,Mars,TRAPPIST-1e,P,F,41,0.0,0,0,0.0,0.0,0.0,0.0,0.0,True
195,1,Mars,TRAPPIST-1e,P,F,42,39.0,0,0,406.0,0.0,867.0,0.0,0.0,True
196,1,Mars,PSO J318.5-22,P,D,5,25.0,0,0,1052.0,0.0,719.0,0.0,7.0,False
197,1,Europa,TRAPPIST-1e,P,C,5,36.0,0,0,0.0,972.0,0.0,795.0,575.0,False
199,1,Earth,TRAPPIST-1e,S,G,33,18.0,1,0,0.0,0.0,0.0,0.0,0.0,False
200,1,Earth,TRAPPIST-1e,P,G,31,15.0,1,0,0.0,0.0,0.0,0.0,0.0,True
201,2,Europa,TRAPPIST-1e,S,B,3,35.0,1,0,0.0,0.0,0.0,0.0,0.0,True
201,2,Europa,TRAPPIST-1e,S,B,3,47.0,1,0,0.0,0.0,0.0,0.0,0.0,True
202,1,Europa,55 Cancri e,P,B,9,45.0,1,0,0.0,0.0,0.0,0.0,0.0,True
203,1,Europa,TRAPPIST-1e,S,C,8,51.0,1,0,0.0,0.0,0.0,0.0,0.0,True
205,1,Earth,TRAPPIST-1e,S,G,34,29.0,0,0,0.0,2.0,66.0,0.0,705.0,False
207,1,Earth,PSO J318.5-22,P,G,32,19.0,1,0,0.0,0.0,0.0,0.0,0.0,False
211,3,Mars,TRAPPIST-1e,P,F,44,29.0,0,0,902.0,1.0,137.0,0.0,0.0,True
211,3,Mars,TRAPPIST-1e,P,F,44,11.0,1,0,0.0,0.0,0.0,0.0,0.0,True
211,3,Mars,TRAPPIST-1e,P,F,44,17.0,0,0,848.0,0.0,307.0,182.0,0.0,False
212,2,Earth,TRAPPIST-1e,P,E,9,13.0,0,0,192.0,0.0,0.0,51.0,739.0,False
212,2,Earth,TRAPPIST-1e,P,F,45,35.0,0,0,147.0,188.0,0.0,10.0,387.0,False
213,1,Earth,TRAPPIST-1e,P,F,46,21.0,0,0,367.0,281.0,0.0,0.0,146.0,False
216,1,Earth,55 Cancri e,S,F,40,21.0,0,0,0.0,56.0,0.0,0.0,1918.0,False
217,1,Earth,TRAPPIST-1e,P,F,47,38.0,0,0,1517.0,0.0,0.0,27.0,0.0,False
219,1,Earth,TRAPPIST-1e,P,G,36,19.0,1,0,0.0,0.0,0.0,0.0,0.0,True
220,7,Earth,TRAPPIST-1e,P,G,37,2.0,1,0,0.0,0.0,0.0,0.0,0.0,True
220,7,Earth,TRAPPIST-1e,P,G,37,0.0,0,0,0.0,0.0,0.0,0.0,0.0,True
220,7,Earth,TRAPPIST-1e,P,G,37,13.0,1,0,0.0,0.0,0.0,0.0,0.0,False
220,7,Earth,TRAPPIST-1e,P,F,48,16.0,0,0,0.0,3.0,0.0,0.0,1099.0,False
220,7,Earth,55 Cancri e,P,G,37,1.0,0,0,0.0,0.0,0.0,0.0,0.0,False
220,7,Earth,TRAPPIST-1e,P,G,37,15.0,1,0,0.0,0.0,0.0,0.0,0.0,True
221,7,Mars,55 Cancri e,S,E,13,21.0,0,0,2237.0,0.0,119.0,0.0,0.0,False
221,7,Mars,TRAPPIST-1e,S,E,13,23.0,0,0,1215.0,80.0,1.0,2.0,0.0,False
221,7,Mars,TRAPPIST-1e,S,E,13,33.0,0,0,1933.0,12.0,188.0,1.0,0.0,False
221,7,Mars,TRAPPIST-1e,S,E,13,21.0,1,0,0.0,0.0,0.0,0.0,0.0,True
221,7,Mars,TRAPPIST-1e,S,E,13,41.0,0,0,1230.0,0.0,301.0,43.0,1023.0,False
221,7,Mars,TRAPPIST-1e,S,E,13,16.0,0,0,915.0,0.0,221.0,234.0,0.0,False
221,7,Mars,TRAPPIST-1e,S,E,13,42.0,1,0,0.0,0.0,0.0,0.0,0.0,False
222,3,Mars,TRAPPIST-1e,S,F,41,20.0,0,0,1406.0,0.0,0.0,11.0,0.0,False
222,3,Mars,TRAPPIST-1e,S,F,41,24.0,1,0,0.0,0.0,0.0,0.0,0.0,True
222,3,Mars,TRAPPIST-1e,S,E,14,16.0,1,0,0.0,0.0,0.0,0.0,0.0,True
223,1,Earth,TRAPPIST-1e,S,G,35,21.0,0,0,0.0,2.0,665.0,0.0,9.0,False
224,1,Mars,TRAPPIST-1e,S,F,42,32.0,0,1,181.0,0.0,5.0,1634.0,0.0,False
225,1,Earth,PSO J318.5-22,P,G,38,58.0,1,0,0.0,0.0,0.0,0.0,0.0,True
229,1,Earth,TRAPPIST-1e,S,F,43,24.0,0,0,4.0,7.0,0.0,713.0,79.0,False
231,1,Mars,TRAPPIST-1e,S,F,44,30.0,0,0,85.0,0.0,1.0,1720.0,0.0,False
233,1,Mars,TRAPPIST-1e,S,F,45,32.0,0,0,56.0,0.0,256.0,1438.0,0.0,False
237,1,Europa,TRAPPIST-1e,P,B,11,42.0,1,0,0.0,0.0,0.0,0.0,0.0,True
240,1,Mars,TRAPPIST-1e,P,F,52,35.0,1,0,0.0,0.0,0.0,0.0,0.0,True
243,1,Earth,TRAPPIST-1e,S,G,37,21.0,1,0,0.0,0.0,0.0,0.0,0.0,False
245,2,Europa,55 Cancri e,P,C,6,46.0,0,0,0.0,3571.0,0.0,0.0,7.0,True
245,2,Europa,TRAPPIST-1e,P,C,6,33.0,0,0,0.0,86.0,796.0,584.0,10912.0,False
246,1,Mars,TRAPPIST-1e,P,D,8,21.0,0,0,2947.0,0.0,287.0,27.0,0.0,False
248,1,Europa,TRAPPIST-1e,S,C,10,33.0,0,0,0.0,1.0,0.0,8620.0,1063.0,False
252,1,Earth,TRAPPIST-1e,P,F,53,30.0,0,0,335.0,695.0,541.0,0.0,0.0,False
253,1,Earth,TRAPPIST-1e,P,G,42,29.0,0,0,272.0,615.0,0.0,0.0,1.0,False
254,1,Earth,TRAPPIST-1e,P,F,54,21.0,0,0,702.0,172.0,408.0,2.0,6.0,True
255,1,Europa,TRAPPIST-1e,S,A,3,24.0,1,0,0.0,0.0,0.0,0.0,0.0,True
257,2,Mars,TRAPPIST-1e,S,F,49,60.0,1,0,0.0,0.0,0.0,0.0,0.0,True
258,1,Earth,TRAPPIST-1e,S,F,50,22.0,0,0,0.0,0.0,313.0,299.0,92.0,False
260,1,Europa,TRAPPIST-1e,S,E,16,26.0,0,0,0.0,4810.0,0.0,981.0,2054.0,False
261,1,Earth,TRAPPIST-1e,P,F,56,26.0,0,0,66.0,29.0,0.0,0.0,803.0,False
263,1,Earth,TRAPPIST-1e,P,G,43,28.0,1,0,0.0,0.0,0.0,0.0,0.0,True
267,1,Earth,TRAPPIST-1e,S,F,51,13.0,0,0,118.0,0.0,0.0,754.0,1.0,False
269,1,Earth,55 Cancri e,S,F,52,47.0,0,0,0.0,231.0,592.0,0.0,0.0,True
270,1,Earth,TRAPPIST-1e,P,F,59,63.0,0,0,0.0,25.0,128.0,0.0,1240.0,False
277,1,Earth,55 Cancri e,P,F,61,50.0,0,0,44.0,2390.0,0.0,53.0,0.0,True
278,2,Earth,TRAPPIST-1e,P,G,45,45.0,0,0,0.0,97.0,0.0,14.0,333.0,False
281,1,Earth,TRAPPIST-1e,P,F,63,19.0,0,0,0.0,0.0,2078.0,0.0,0.0,True
282,1,Earth,TRAPPIST-1e,S,F,54,21.0,0,0,0.0,918.0,0.0,0.0,0.0,True
283,2,Earth,PSO J318.5-22,P,G,46,29.0,1,0,0.0,0.0,0.0,0.0,0.0,True
283,2,Earth,TRAPPIST-1e,P,F,64,22.0,0,0,146.0,654.0,1.0,0.0,2.0,True
285,2,Europa,TRAPPIST-1e,P,E,16,14.0,1,0,0.0,0.0,0.0,0.0,0.0,True
285,2,Europa,55 Cancri e,P,E,16,42.0,1,0,0.0,0.0,0.0,0.0,0.0,True
286,1,Earth,55 Cancri e,P,F,65,57.0,0,0,3.0,1281.0,29.0,162.0,13.0,False
287,2,Europa,TRAPPIST-1e,P,B,12,28.0,0,0,0.0,587.0,32.0,6.0,1460.0,False
288,1,Earth,55 Cancri e,S,F,55,19.0,0,0,0.0,0.0,0.0,0.0,828.0,False
289,1,Europa,55 Cancri e,S,C,12,19.0,1,0,0.0,0.0,0.0,0.0,0.0,True
290,4,Europa,55 Cancri e,S,B,7,26.0,0,0,0.0,4458.0,0.0,1157.0,262.0,True
290,4,Europa,TRAPPIST-1e,S,B,7,17.0,1,0,0.0,0.0,0.0,0.0,0.0,True
290,4,Europa,55 Cancri e,S,B,7,9.0,0,0,0.0,0.0,0.0,0.0,0.0,True
291,1,Europa,TRAPPIST-1e,S,D,10,40.0,0,0,0.0,6500.0,88.0,1090.0,0.0,True
297,1,Earth,TRAPPIST-1e,P,G,47,24.0,0,0,90.0,2.0,1324.0,17.0,0.0,True
298,1,Europa,55 Cancri e,P,A,3,57.0,1,0,0.0,0.0,0.0,0.0,0.0,True
302,1,Earth,TRAPPIST-1e,P,F,67,23.0,0,0,0.0,0.0,15.0,0.0,1370.0,False
304,1,Europa,TRAPPIST-1e,S,E,18,28.0,0,0,0.0,422.0,0.0,1851.0,5166.0,False
305,1,Europa,55 Cancri e,P,C,7,23.0,0,0,0.0,584.0,0.0,20.0,2469.0,False
306,1,Earth,TRAPPIST-1e,S,E,19,23.0,0,0,368.0,175.0,259.0,1.0,101.0,False
307,1,Earth,TRAPPIST-1e,S,F,59,18.0,0,0,0.0,0.0,1359.0,0.0,0.0,True
309,1,Earth,TRAPPIST-1e,S,F,60,18.0,0,0,1194.0,0.0,157.0,6.0,0.0,False
313,4,Earth,PSO J318.5-22,P,F,68,60.0,0,0,7.0,540.0,1.0,0.0,4.0,True
313,4,Earth,55 Cancri e,P,F,68,49.0,0,0,331.0,0.0,0.0,318.0,0.0,True
313,4,Earth,55 Cancri e,P,G,50,0.0,0,0,0.0,0.0,0.0,0.0,0.0,True
314,1,Earth,55 Cancri e,P,G,51,26.0,0,0,386.0,0.0,74.0,0.0,1330.0,False
322,1,Earth,PSO J318.5-22,S,G,45,13.0,1,0,0.0,0.0,0.0,0.0,0.0,False
324,1,Earth,55 Cancri e,P,G,53,43.0,1,0,0.0,0.0,0.0,0.0,0.0,False
326,1,Earth,TRAPPIST-1e,S,G,47,29.0,1,0,0.0,0.0,0.0,0.0,0.0,False
330,3,Europa,TRAPPIST-1e,S,C,14,2.0,0,0,0.0,0.0,0.0,0.0,0.0,True
330,3,Europa,TRAPPIST-1e,S,C,14,33.0,0,0,443.0,317.0,0.0,148.0,1260.0,False
331,1,Earth,TRAPPIST-1e,P,F,72,25.0,0,0,0.0,0.0,251.0,0.0,552.0,False
333,1,Mars,55 Cancri e,P,F,73,29.0,1,0,0.0,0.0,0.0,0.0,0.0,True
334,1,Mars,TRAPPIST-1e,S,F,62,29.0,0,0,5715.0,2.0,211.0,1476.0,0.0,False
336,1,Earth,TRAPPIST-1e,P,F,74,44.0,0,0,695.0,1.0,16.0,0.0,0.0,False
337,2,Mars,55 Cancri e,S,F,63,2.0,1,0,0.0,0.0,0.0,0.0,0.0,True
337,2,Mars,TRAPPIST-1e,S,F,63,19.0,0,0,417.0,349.0,634.0,3.0,1057.0,True
340,1,Europa,55 Cancri e,S,B,10,38.0,1,0,0.0,0.0,0.0,0.0,0.0,True
341,1,Earth,PSO J318.5-22,P,G,57,5.0,1,0,0.0,0.0,0.0,0.0,0.0,False
343,1,Earth,PSO J318.5-22,P,F,76,31.0,0,0,121.0,0.0,0.0,274.0,907.0,False
345,1,Mars,TRAPPIST-1e,S,E,21,30.0,1,0,0.0,0.0,0.0,0.0,0.0,False
346,1,Earth,55 Cancri e,P,G,59,15.0,1,0,0.0,0.0,0.0,0.0,0.0,True
347,1,Mars,TRAPPIST-1e,S,F,64,27.0,0,0,434.0,0.0,1434.0,0.0,0.0,False
348,1,Mars,TRAPPIST-1e,P,D,12,22.0,0,0,142.0,2876.0,202.0,3.0,0.0,True
350,1,Earth,PSO J318.5-22,P,G,60,14.0,1,0,0.0,0.0,0.0,0.0,0.0,True
352,1,Mars,TRAPPIST-1e,P,F,78,23.0,0,0,2001.0,0.0,2975.0,0.0,0.0,False
356,1,Europa,55 Cancri e,P,B,15,36.0,1,0,0.0,0.0,0.0,0.0,0.0,True
358,2,Earth,TRAPPIST-1e,S,G,50,50.0,1,0,0.0,0.0,0.0,0.0,0.0,True
358,2,Earth,PSO J318.5-22,S,G,50,32.0,1,0,0.0,0.0,0.0,0.0,0.0,True
359,1,Earth,PSO J318.5-22,S,F,66,26.0,0,0,148.0,0.0,453.0,0.0,88.0,False
360,1,Earth,TRAPPIST-1e,S,F,67,15.0,0,0,358.0,212.0,33.0,0.0,112.0,False
361,1,Earth,55 Cancri e,S,F,68,33.0,0,0,0.0,36.0,0.0,280.0,417.0,True
368,2,Mars,TRAPPIST-1e,P,F,82,26.0,0,0,2832.0,107.0,4447.0,15.0,4.0,False
368,2,Mars,TRAPPIST-1e,P,F,82,61.0,1,0,0.0,0.0,0.0,0.0,0.0,True
369,1,Earth,TRAPPIST-1e,S,G,53,24.0,0,0,0.0,0.0,592.0,177.0,58.0,True
370,1,Earth,TRAPPIST-1e,P,F,83,30.0,0,0,0.0,95.0,0.0,441.0,1023.0,False
371,1,Mars,TRAPPIST-1e,P,F,84,24.0,1,0,0.0,0.0,0.0,0.0,0.0,True
373,1,Earth,TRAPPIST-1e,P,G,62,41.0,1,0,0.0,0.0,0.0,0.0,0.0,False
375,1,Earth,TRAPPIST-1e,P,E,22,20.0,0,0,0.0,0.0,558.0,0.0,230.0,False
376,1,Earth,TRAPPIST-1e,S,G,54,22.0,0,0,116.0,0.0,786.0,6.0,0.0,True
