PassengerId,GroupId,Group_Size,HomePlanet,Destination,Side,Deck,Cabin_Number,Age,CryoSleep,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported
0261_01,261,1,0,2,0,5,56,26.0,0,0,66.0,29.0,0.0,0.0,803.0,0
0263_01,263,1,0,2,0,6,43,28.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0267_01,267,1,0,2,1,5,51,13.0,0,0,118.0,0.0,0.0,754.0,1.0,0
0269_01,269,1,0,0,1,5,52,47.0,0,0,0.0,231.0,592.0,0.0,0.0,1
0270_01,270,1,0,2,0,5,59,63.0,0,0,0.0,25.0,128.0,0.0,1240.0,0
0277_01,277,1,0,0,0,5,61,50.0,0,0,44.0,2390.0,0.0,53.0,0.0,1
0278_02,278,2,0,2,0,6,45,45.0,0,0,0.0,97.0,0.0,14.0,333.0,0
0281_01,281,1,0,2,0,5,63,19.0,0,0,0.0,0.0,2078.0,0.0,0.0,1
0282_01,282,1,0,2,1,5,54,21.0,0,0,0.0,918.0,0.0,0.0,0.0,1
0283_01,283,2,0,1,0,6,46,29.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0283_02,283,2,0,2,0,5,64,22.0,0,0,146.0,654.0,1.0,0.0,2.0,1
0285_01,285,2,1,2,0,4,16,14.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0285_02,285,2,1,0,0,4,16,42.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0286_01,286,1,0,0,0,5,65,57.0,0,0,3.0,1281.0,29.0,162.0,13.0,0
0287_02,287,2,1,2,0,1,12,28.0,0,0,0.0,587.0,32.0,6.0,1460.0,0
0288_01,288,1,0,0,1,5,55,19.0,0,0,0.0,0.0,0.0,0.0,828.0,0
0289_01,289,1,1,0,1,2,12,19.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0290_01,290,4,1,0,1,1,7,26.0,0,0,0.0,4458.0,0.0,1157.0,262.0,1
0290_02,290,4,1,2,1,1,7,17.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0290_04,290,4,1,0,1,1,7,9.0,0,0,0.0,0.0,0.0,0.0,0.0,1
0291_01,291,1,1,2,1,3,10,40.0,0,0,0.0,6500.0,88.0,1090.0,0.0,1
0297_01,297,1,0,2,0,6,47,24.0,0,0,90.0,2.0,1324.0,17.0,0.0,1
0298_01,298,1,1,0,0,0,3,57.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0302_01,302,1,0,2,0,5,67,23.0,0,0,0.0,0.0,15.0,0.0,1370.0,0
0304_01,304,1,1,2,1,4,18,28.0,0,0,0.0,422.0,0.0,1851.0,5166.0,0
0305_01,305,1,1,0,0,2,7,23.0,0,0,0.0,584.0,0.0,20.0,2469.0,0
0306_01,306,1,0,2,1,4,19,23.0,0,0,368.0,175.0,259.0,1.0,101.0,0
0307_01,307,1,0,2,1,5,59,18.0,0,0,0.0,0.0,1359.0,0.0,0.0,1
0309_01,309,1,0,2,1,5,60,18.0,0,0,1194.0,0.0,157.0,6.0,0.0,0
0313_01,313,4,0,1,0,5,68,60.0,0,0,7.0,540.0,1.0,0.0,4.0,1
0313_03,313,4,0,0,0,5,68,49.0,0,0,331.0,0.0,0.0,318.0,0.0,1
0313_04,313,4,0,0,0,6,50,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
0314_01,314,1,0,0,0,6,51,26.0,0,0,386.0,0.0,74.0,0.0,1330.0,0
0322_01,322,1,0,1,1,6,45,13.0,1,0,0.0,0.0,0.0,0.0,0.0,0
0324_01,324,1,0,0,0,6,53,43.0,1,0,0.0,0.0,0.0,0.0,0.0,0
0326_01,326,1,0,2,1,6,47,29.0,1,0,0.0,0.0,0.0,0.0,0.0,0
0330_01,330,3,1,2,1,2,14,2.0,0,0,0.0,0.0,0.0,0.0,0.0,1
0330_03,330,3,1,2,1,2,14,33.0,0,0,443.0,317.0,0.0,148.0,1260.0,0
0331_01,331,1,0,2,0,5,72,25.0,0,0,0.0,0.0,251.0,0.0,552.0,0
0333_01,333,1,2,0,0,5,73,29.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0334_01,334,1,2,2,1,5,62,29.0,0,0,5715.0,2.0,211.0,1476.0,0.0,0
0336_01,336,1,0,2,0,5,74,44.0,0,0,695.0,1.0,16.0,0.0,0.0,0
0337_01,337,2,2,0,1,5,63,2.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0337_02,337,2,2,2,1,5,63,19.0,0,0,417.0,349.0,634.0,3.0,1057.0,1
0340_01,340,1,1,0,1,1,10,38.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0341_01,341,1,0,1,0,6,57,5.0,1,0,0.0,0.0,0.0,0.0,0.0,0
0343_01,343,1,0,1,0,5,76,31.0,0,0,121.0,0.0,0.0,274.0,907.0,0
0345_01,345,1,2,2,1,4,21,30.0,1,0,0.0,0.0,0.0,0.0,0.0,0
0346_01,346,1,0,0,0,6,59,15.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0347_01,347,1,2,2,1,5,64,27.0,0,0,434.0,0.0,1434.0,0.0,0.0,0
0348_01,348,1,2,2,0,3,12,22.0,0,0,142.0,2876.0,202.0,3.0,0.0,1
0350_01,350,1,0,1,0,6,60,14.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0352_01,352,1,2,2,0,5,78,23.0,0,0,2001.0,0.0,2975.0,0.0,0.0,0
0356_01,356,1,1,0,0,1,15,36.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0358_01,358,2,0,2,1,6,50,50.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0358_02,358,2,0,1,1,6,50,32.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0359_01,359,1,0,1,1,5,66,26.0,0,0,148.0,0.0,453.0,0.0,88.0,0
0360_01,360,1,0,2,1,5,67,15.0,0,0,358.0,212.0,33.0,0.0,112.0,0
0361_01,361,1,0,0,1,5,68,33.0,0,0,0.0,36.0,0.0,280.0,417.0,1
0368_01,368,2,2,2,0,5,82,26.0,0,0,2832.0,107.0,4447.0,15.0,4.0,0
0368_02,368,2,2,2,0,5,82,61.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0369_01,369,1,0,2,1,6,53,24.0,0,0,0.0,0.0,592.0,177.0,58.0,1
0370_01,370,1,0,2,0,5,83,30.0,0,0,0.0,95.0,0.0,441.0,1023.0,0
0371_01,371,1,2,2,0,5,84,24.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0373_01,373,1,0,2,0,6,62,41.0,1,0,0.0,0.0,0.0,0.0,0.0,0
0375_01,375,1,0,2,0,4,22,20.0,0,0,0.0,0.0,558.0,0.0,230.0,0
0376_01,376,1,0,2,1,6,54,22.0,0,0,116.0,0.0,786.0,6.0,0.0,1
0377_01,377,1,1,0,1,2,15,63.0,0,0,0.0,1068.0,0.0,176.0,8188.0,0
0378_01,378,7,1,0,1,1,11,18.0,0,0,17.0,215.0,4.0,5132.0,697.0,0
0378_02,378,7,1,0,1,1,11,21.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0378_03,378,7,1,2,1,1,11,79.0,0,0,5649.0,235.0,7.0,2579.0,2175.0,0
0378_04,378,7,1,2,1,1,11,56.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0378_05,378,7,1,2,1,1,11,13.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0378_06,378,7,1,2,1,1,11,33.0,0,0,0.0,2491.0,6.0,1173.0,1059.0,0
0378_07,378,7,1,2,1,1,11,32.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0379_01,379,1,0,2,0,6,63,31.0,0,0,198.0,0.0,591.0,0.0,164.0,1
0381_01,381,1,1,0,0,1,16,18.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0383_01,383,2,0,2,1,6,55,28.0,0,0,82.0,773.0,0.0,3693.0,140.0,0
0383_02,383,2,0,1,1,6,55,34.0,1,0,0.0,0.0,0.0,0.0,0.0,0
0384_01,384,2,0,0,1,6,56,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1
0384_02,384,2,0,2,1,6,56,14.0,0,0,3.0,0.0,881.0,25.0,0.0,1
0385_01,385,1,0,2,0,6,65,23.0,0,0,13.0,747.0,0.0,0.0,128.0,0
0387_01,387,1,0,2,0,6,66,49.0,1,0,0.0,0.0,0.0,0.0,0.0,0
0388_01,388,1,0,2,1,6,57,14.0,1,0,0.0,0.0,0.0,0.0,0.0,0
0389_01,389,1,0,2,0,4,23,18.0,0,0,391.0,44.0,356.0,0.0,0.0,0
0391_01,391,1,1,1,0,2,9,27.0,0,1,69.0,5728.0,0.0,0.0,987.0,1
0392_01,392,1,0,2,0,4,24,48.0,0,0,0.0,111.0,0.0,1508.0,0.0,0
0395_01,395,2,1,0,0,1,17,31.0,0,1,0.0,11003.0,552.0,8157.0,5688.0,0
0395_02,395,2,1,0,0,1,17,61.0,0,0,1.0,608.0,0.0,3835.0,1.0,0
0396_01,396,1,0,2,1,6,59,18.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0397_01,397,1,2,2,1,5,69,45.0,1,0,0.0,0.0,0.0,0.0,0.0,1
0398_01,398,1,2,2,1,3,13,22.0,0,0,28.0,420.0,36.0,6011.0,3.0,0
0401_01,401,2,2,2,1,3,14,30.0,0,1,1056.0,0.0,0.0,0.0,0.0,0
0401_02,401,2,2,2,1,3,14,30.0,0,0,1770.0,0.0,0.0,13.0,0.0,0
